threshold,zero-crossing_rate,mean_mfcc,std_mfcc,spectral_centroid,spectral_rolloff,spectral_flux,mean_frequency_domain_real,std_frequency_domain,energy_entropy,sound_type
0.16773858993883212,0.008594057320204244,0.7399977401455532,0.402648061355269,0.05939383513909473,0.04943357363542739,0.03182252816329101,0.7528693321157305,0.29809631951286014,0.9522753792545909,1
0.08366631518982615,0.13668297199125545,0.5121373946406284,0.6495620845732462,0.27791418920553296,0.5520082389289392,0.0787433684141619,0.7296429001690786,0.013196606396873558,0.8233701374194546,3
0.1832999116396928,0.007370351975549429,0.696284852842617,0.5359440459125828,0.04868370986999654,0.0690010298661174,0.04591781238420375,0.7147690168771951,0.05849285404210446,0.9510350635345796,2
0.19550762168076083,0.007978017397169641,0.7918365419504751,0.42171759612591947,0.03651987619265527,0.042224510813594233,0.04675097503163815,0.7347622626986482,0.21024893236303385,0.8916538651603603,0
0.15049286902198977,0.043659187865251844,0.5556010973790751,0.5722544717809614,0.19439749372861884,0.3213182286302781,0.05346796310921022,0.722844082869934,0.05234748738813601,0.9864572467728138,3
0.28002047794173557,0.004621827120006639,0.8454045454382351,0.4033358525375415,0.01716111937343479,0.025746652935118436,0.07555832843981468,0.7299871551939624,0.26279041732280434,0.9653724953491862,2
0.1823597065918637,0.007796168651764232,0.7461834060186691,0.47118493980385023,0.03855019184005748,0.05252317198764161,0.0611189518209,0.7067349773863163,0.11785829086070859,0.9607841111945298,1
0.25440695531133634,0.005814252052584177,0.8494032064370749,0.38915657184601643,0.0071795610196655636,0.003089598352214212,0.11973070653358643,0.7429415196393601,0.20090655556771544,0.9192873555631633,2
0.012260839238188562,0.1111101621901,0.45968344757653157,0.5993709602176943,0.27448648998987696,0.5211122554067971,0.04444840557829293,0.7253932767935154,0.042202674421014746,0.9273023920087842,3
0.2921193430788331,0.005296385857252875,0.7567858807641777,0.49724198747126575,0.042325644674500104,0.06488156539649846,0.16064232933624054,0.776847299502586,0.08851093571648737,0.9461162305151356,2
0.10902844890258312,0.01587978832478138,0.588576673183126,0.608979937797309,0.04916083235525866,0.06488156539649846,0.012107855124345002,0.7259332023686244,0.039999553277510785,0.8952339608900358,0
0.1406774408724395,0.11537336835761001,0.5484747180382773,0.6328769627086246,0.30780503032871276,0.6930998970133883,0.1991884997549068,0.7254122945342789,0.015826392775775806,0.9594164822498039,3
0.10725723270011431,0.10618160375129669,0.4719082129209579,0.7015718393953532,0.32920144590876266,0.6920700308959835,0.14084382749089122,0.7253155648360489,0.0041381136430453935,0.9440496645418786,3
0.12628212831898042,0.00906250778178473,0.7099894618540288,0.5061295062761851,0.02510930188505915,0.024716786817713696,0.027821381229302302,0.713925172452283,0.10128122721382309,0.7589781447782329,0
0.20170230538025372,0.007964305204332186,0.7980524100421879,0.4037291248455821,0.04137681990826109,0.05973223480947477,0.027145396239530478,0.722519695888292,0.2957954079527614,0.9378931614526855,2
0.13594915156473805,0.013275613370080671,0.6468533391430867,0.5215470142623069,0.044591314128407555,0.057672502574665295,0.00964922382297918,0.7250144079177504,0.08475185849719054,0.962377463997004,1
0.17839438688364576,0.054049880945945275,0.4839707145152199,0.6188996150121691,0.024174496678241113,0.010298661174047374,0.061472558089586245,0.69273874254545,0.028632741909137394,0.8991803601078426,3
0.18159874978110085,0.011710820999449508,0.6508995691782522,0.5502878914739671,0.023968134788535038,0.04943357363542739,0.06559615806526413,0.7355029264256133,0.04201999888680899,0.921687919807704,1
0.18528838494302086,0.005271981491106283,0.7139839383387342,0.5007308642955309,0.030438619340294824,0.0411946446961895,0.05335328940124322,0.7385953729317751,0.10003483006019628,0.9756933163004536,2
0.17320569418915385,0.012905387896921399,0.746415288809691,0.4258886044940758,0.061791096944338715,0.06488156539649846,0.05393746732015442,0.7126408052595832,0.1849683767931051,0.9780076181639585,0
0.09513884254564182,0.06837748573249305,0.54591804494643,0.5194821895261608,0.18971346074980922,0.3305870236869207,0.02740341111638982,0.7212481678299117,0.08250909905554363,0.8234236857649713,3
0.18645540374367706,0.011241824783466704,0.7949761417108043,0.4514481119001934,0.008470906043702119,0.005149330587023687,0.10837842446827946,0.7280350271779323,0.09172145231337557,0.8098234163279289,2
0.20289075839326556,0.004408745376636522,0.6719807177588688,0.5697926742039868,0.03727817608734197,0.05252317198764161,0.05149542116559878,0.7227041200012524,0.04988221142994703,0.965774777786952,1
0.12133005139639064,0.018771533172108196,0.7452760168941194,0.3788511322278911,0.02906191252860869,0.04016477857878476,0.03940880572138437,0.72636031047109,0.2795160471513357,0.4835311041913304,0
0.11518908679228308,0.05981346295088847,0.49556793282801087,0.539899625224914,0.41969913413171006,0.7445932028836252,0.03289979115386008,0.7256389877647843,0.04648781302073271,0.955891812952636,3
0.22650268486601105,0.005416126321274129,0.7723060919186636,0.4318380816641194,0.01797768701935612,0.015447991761071062,0.057092216243509845,0.7340940829689782,0.23055559767851314,0.9714270025843631,2
0.25093886822191597,0.006671561667531345,0.7737409900011902,0.4062486071983671,0.012077827507775543,0.021627188465499485,0.07206690346190439,0.7278565460918066,0.26870395612478176,0.8860311470737449,0
0.08687932695956643,0.32310026747787207,0.5077266999287842,0.6540742675525476,0.6638627292547864,0.917610710607621,0.185090153471548,0.7254837040873033,0.011632146936258138,0.9375446835631148,3
0.15200308615746164,0.005327324463578429,0.7466502069995669,0.47640225567790057,0.02701642948929981,0.021627188465499485,0.031591805782445324,0.6368194652104544,0.18269854984820813,0.9769115436307945,1
0.2461442525206822,0.005930137256096386,0.7704380641010977,0.39979574872997803,0.03603534083466774,0.05973223480947477,0.10691743246238322,0.7339323843333792,0.22124704219881317,0.8545957241689638,0
0.31067931709963387,0.0047312172908219475,0.8607165065499192,0.3735278069733892,0.04845330247544162,0.07209062821833162,0.031184758184666133,0.6514070625174793,0.4829037047089776,0.9902398118396355,2
0.2561583335080421,0.008303239602495086,0.760758914324122,0.4051813662864085,0.024040341019128945,0.03810504634397528,0.17575900956706145,0.7485925444213508,0.16197746731685894,0.7436068643850765,0
0.10544983735583659,0.062080197231870436,0.597632698938225,0.4564099458929502,0.12337214743638057,0.16889804325437693,0.052423472139440694,0.731577257790108,0.15248897346690796,0.9190118143059891,3
0.04772735890540881,0.014074560313250094,0.7808370153534485,0.3798166447679174,0.05062951084771183,0.07415036045314109,0.03383085820495133,1.0,0.20296804062012863,0.44797466062542407,1
0.21046666414797333,0.04274725651395171,0.5456640254251947,0.6414900616115128,0.24476764118206554,0.5211122554067971,0.4150549682672981,0.725277523625713,0.00536136527667727,0.5287079410851246,3
0.25563220191590813,0.011544994702533092,0.791059306392499,0.42096040181400846,0.03862784936432479,0.05870236869207003,0.10383377138059113,0.7138545178349585,0.15676007119273425,0.8484838186947272,0
0.23961648611016304,0.007454702212884621,0.742259437513057,0.4940482099969639,0.03973226798141172,0.05046343975283213,0.03166768359976559,0.7133450743287265,0.13174374945342962,0.9806525710304773,2
0.15937981661440373,0.11010390274938316,0.48168497245250863,0.6433564362069778,0.4509418113730419,0.8269824922760041,0.31271171514780005,0.7257317787893547,0.010082505403992883,0.6007294242327975,3
0.191425176454629,0.0044831836909022755,0.7842572160564056,0.4680788141649936,0.052489924323753726,0.06591143151390319,0.24050737838858294,0.7251778519997868,0.08639988419720451,0.8789171093740052,2
0.22582171549922644,0.007416479967404791,0.7750627761135661,0.41157624974112145,0.04079918405929333,0.05252317198764161,0.07585055923288249,0.7597231952565673,0.24969165896751683,0.9553835507314274,0
0.15501803465520483,0.0081388096136638,0.8013105638091844,0.4472862097450737,0.04076839783929244,0.05046343975283213,0.03263207876069965,0.6903563398836091,0.1572238787690775,0.9081647360843665,1
0.18780866263158835,0.05269804905744573,0.65956342140142,0.4858878096051209,0.12767423252259177,0.19258496395468588,0.0757136444294847,0.707940951059749,0.07159999571611995,0.7619279294602408,3
0.21587844678113885,0.03494460574520073,0.6780157411231468,0.4865413527192396,0.07371868982782147,0.04325437693099897,0.19199133657168707,0.7679095453777798,0.05458095474612057,0.5199288977590021,3
0.2563742988927019,0.01594332135790654,0.6387281834908147,0.5611544697257145,0.028428721088341644,0.04325437693099897,0.046321286339756435,0.7132105028280508,0.04049140242169601,0.9357564838718502,0
0.20960810696681745,0.011963012712669642,0.7084051137407855,0.5580045181691353,0.03669003143874478,0.042224510813594233,0.020452648212363304,0.7315486581107878,0.08534158189886451,0.9323574556606294,2
0.194700872821611,0.009193367018686501,0.6881996777295355,0.5347777250492166,0.02513695131351895,0.061791967044284246,0.048955754718095656,0.7267253470908683,0.08033027056753743,0.9524070928774744,0
0.406038125437115,0.0025874585250012703,0.6824668500025893,0.4974735972881045,0.1177857140464137,0.15242018537590113,0.04566789199685477,0.7256584721061076,0.2088504061604676,0.9947519590203796,3
0.16295023576559964,0.0073658217662992895,0.799732221449388,0.4670576847939501,0.03815923183044017,0.03192584963954686,0.030309910845849754,0.7593143574238493,0.17094387382366635,0.9530912681652773,1
0.2354514703527788,0.008797933549612344,0.7975952139305207,0.39127509058731935,0.017603231764026683,0.029866117404737384,0.08810945018544122,0.726085942495927,0.24292691009591338,0.9781114994390318,2
0.23635902861465918,0.02695405115093129,0.6460072867568074,0.5586939056596693,0.03473322751234421,0.057672502574665295,0.08429008502095674,0.7142878844058924,0.061562461570216345,0.9310828053960236,0
0.37657964045481623,0.0025853215085585232,0.685812032991013,0.44236457369671817,0.08367868052896144,0.11740473738414006,0.03606574628099961,0.7256540207274323,0.3179610626143673,0.9881866192791926,3
0.20718112285443613,0.014114117758486838,0.7686348203676434,0.48878801147825457,0.029684755025901143,0.04737384140061792,0.02576708486833973,0.7384020042136543,0.14324777358292468,0.9624279402121824,1
0.18675113156967674,0.005940085039095112,0.7679098803956369,0.4341570459314302,0.046950385533908484,0.06282183316168898,0.04473957640409103,0.7037930231138019,0.21023688055989664,0.8569470395997546,2
0.20329816866308195,0.009599619337130346,0.8231625302473431,0.48187650462257314,0.02857174380429214,0.035015447991761074,0.03901156116387117,0.742211093196274,0.1562948803950163,0.9367863825373552,1
0.19397532024809797,0.004638835652020861,0.7580802181983457,0.4387909474156649,0.041544923803369535,0.05664263645726056,0.03284993216225588,0.7091560586209792,0.2419787641081445,0.951428536718452,2
0.31447982553262327,0.0024546196064377337,0.6616712457284485,0.4849150773981851,0.09994890817261383,0.15345005149330587,0.032821295818086335,0.7256388152392009,0.23065859959882232,0.9902303172274282,3
0.16953508274237322,0.008469289393087326,0.758086310677474,0.47539142975109,0.03885025497579935,0.05973223480947477,0.10646430981819618,0.7554627296096571,0.0869920328586057,0.8267038659212865,2
0.15024846617504958,0.018682647713233313,0.8298463701166544,0.41726088485870233,0.04776355139135633,0.05458290422245108,0.04771901969171185,0.792350459088329,0.24885476076068025,0.8263974865819131,1
0.14968492743372824,0.010587757458926384,0.7510734769352345,0.47524311820171083,0.06138129621209106,0.07826982492276004,0.12614118143390166,0.7400128688042416,0.07374869777867342,0.7593290381720776,2
0.11989680268051052,0.01868705924744211,0.6523812774473908,0.5140357308571303,0.05751384843592252,0.0690010298661174,0.018441484043811497,0.7856690127291973,0.11424573930321158,0.938026862129999,0
0.19163920717503036,0.009465909454115545,0.7165529915216214,0.5053150988249957,0.03570858617481135,0.04840370751802266,0.07610314743114514,0.7557438931541411,0.06641743330424818,0.9073362931204573,2
0.14536304924592647,0.012927246918505747,0.7771984393843695,0.4310201187990748,0.032255471123115075,0.046343975283213185,0.014593653930768233,0.6648573431432794,0.17851571796331042,0.7804737040583071,1
0.04005263701204183,0.010249845021403192,0.6667201980935983,0.5535923221345718,0.03459072878703309,0.044284243048403706,0.03142723228209475,0.7349308850074241,0.08485403771145908,0.9770567806687873,0
0.21468793226773814,0.012077057448963691,0.7170763376468844,0.497197290839946,0.04893711867020747,0.061791967044284246,0.07185383590908097,0.7282662590275383,0.078942599218765,0.9255016526189005,2
0.2010183387574685,0.013120539159181197,0.8938372611448707,0.3986727095883362,0.01331256549319376,0.009268795056642637,0.021049982769098724,0.7572626381611778,0.3856495880009925,0.9805967713895187,1
0.16814353297668322,0.003863735091687467,0.7305414103258784,0.4772194929482809,0.011633176507734072,0.018537590113285273,0.05007768817307671,0.7295166092329711,0.11320854995935642,0.9422656388857125,0
0.2515984443946188,0.0045429579644633514,0.7975549298514446,0.40539686790170015,0.03163595737278528,0.0411946446961895,0.06271379293129789,0.755315281786827,0.2281718222142053,0.9431723214025804,2
0.03810293136296883,0.012463188220909405,0.7494189677456241,0.5172365465996757,0.051267545735987755,0.06488156539649846,0.032864837091759504,0.7326662246947622,0.07117225006490462,0.9172661284913856,1
0.18720651234877747,0.011376761351570062,0.6118082717632488,0.5741969612567096,0.04131003064346564,0.04840370751802266,0.048142980357397024,0.7368399226818211,0.028965104476069946,0.8356477625854203,0
0.1612837773427078,0.007842900195640509,0.7774468217363047,0.4377066187493625,0.02357898924860101,0.046343975283213185,0.03422816951894725,0.7219835961695996,0.1964091817765665,0.9575111719807226,2
0.0644487101875902,0.010372696443354295,0.6614954961348044,0.4659662452999379,0.05118741628255053,0.06385169927909372,0.05968787491924223,0.731615545677004,0.06286893939855431,0.6839955225338213,0
0.24499015545451475,0.006541366799482122,0.8001989790674451,0.41315590560499565,0.01568181342983218,0.017507723995880537,0.10276721152237694,0.7288236555095798,0.1775787235884193,0.8904552837030744,2
0.12083484294213902,0.007895134807319466,0.7502003661363142,0.4105599092948622,0.01250354693974087,0.015447991761071062,0.01753448697863634,0.7258260170009624,0.27050929763136355,0.9574841523360268,1
0.04724866656297076,0.0403529840902311,0.5858367487261813,0.5857329005862569,0.02964244876087578,0.04840370751802266,0.06467470900972001,0.7330904737599758,0.047122380056707894,0.7043561149755065,0
0.21014366738958487,0.0038673624063153868,0.7377480542849431,0.45767204525200134,0.032505195416406,0.03913491246138002,0.07789395131230668,0.7075761986321796,0.11124305161901285,0.8302251078672485,2
0.21948574928267467,0.004245058937883377,0.7336290830843846,0.4645779650287678,0.017006679436472955,0.017507723995880537,0.1805506634683127,0.7337662971376798,0.09036855324684305,0.6547420318469793,2
0.13606616940070743,0.006912439277477273,0.7743915627012747,0.42793311257962185,0.024075586996947014,0.037075180226570546,0.022754144581304595,0.7129868882332283,0.24942998041134684,0.9582127383728372,1
0.07510081380352365,0.027141402020831658,0.6080190099224912,0.5630781662996579,0.04376370014205626,0.057672502574665295,0.020267950539417108,0.7558071226802259,0.05313912768809621,0.7238022425436,0
0.02110938734438797,0.008034879490205012,0.6722437133881437,0.5392164778484928,0.031529549235058144,0.046343975283213185,0.035721148519032526,0.7202610589747539,0.07626271061644972,0.9245020688098037,2
0.04471255570206672,0.013821806438831168,0.6050813509116316,0.5974655486292909,0.030731842490414992,0.06282183316168898,0.027127965812572527,0.7290914802826945,0.030217962301447705,0.979080689077633,0
0.15154896229016743,0.010219071122776426,0.7071104077224709,0.4831889602513257,0.025669356172547165,0.04016477857878476,0.11193395918402613,0.7227595572314531,0.0711160205954651,0.7857954456728797,2
0.16556137763190815,0.009413463276738625,0.7999509219368156,0.3633603391806769,0.038269404066646424,0.05664263645726056,0.04120927636418527,0.7599190341816927,0.31658219281502775,0.9563427573706555,1
0.19953952288202245,0.006040665372245749,0.7868143010952402,0.42110341652233835,0.03343375509509683,0.055612770339855816,0.05291405994721141,0.7317554704707127,0.1992784559315294,0.9240584540416029,2
0.009652258441782012,0.015331768409073796,0.6473051799439187,0.5389316093832959,0.035485181798789324,0.05973223480947477,0.01592342111265553,0.7132967459732933,0.06301304854330839,0.752490445070789,0
0.26154594597235437,0.012149272513994308,0.6832488554730501,0.5016670265313871,0.03342563551772,0.05664263645726056,0.08597732320399365,0.7313897324532355,0.07734812665867684,0.8488295621085534,2
0.19129248174743052,0.009722809787143785,0.7968867735194276,0.4750388633037156,0.038131429708587794,0.061791967044284246,0.017100421464720204,0.7332148113390967,0.1796748225189631,0.9878415721745206,1
0.22989632907752794,0.007252851736830414,0.720519000301361,0.48470044649649063,0.0567138803260402,0.06694129763130793,0.08493413584555043,0.7157232374291121,0.10562398391045129,0.9655437781744522,2
0.1781220480013274,0.012284684291634871,0.689176815983465,0.5571090617939454,0.024955879168358588,0.027806385169927908,0.03507045218362471,0.7358692227661235,0.07783481147596119,0.8444164938257722,0
0.19056232640626758,0.02008748799043123,0.7869183502316698,0.4697807690095325,0.042485817872602534,0.061791967044284246,0.04553376497761569,0.6764462384668353,0.084946388480577,0.9041676107359619,1
0.2882103827675484,0.00730371237543636,0.8423400717995413,0.42364524719078317,0.02844552117514098,0.03398558187435633,0.025516886641826216,0.7174459861652244,0.3113746604262951,0.9806381653703604,2
0.2136980142311354,0.007367088656391084,0.786348150556954,0.45741757920323795,0.019883278911082856,0.030895983522142123,0.1460406682477694,0.7283178960564144,0.09272819846598562,0.7959556911248623,2
0.12028217365467796,0.02229272753814032,0.8060870674457712,0.4117558707002643,0.03438921604082546,0.053553038105046344,0.024270672113940756,0.7305545671021434,0.1889971796405656,0.8820088298201453,1
0.10175692739365197,0.019534578088214325,0.6682876346989408,0.5305779831323548,0.03371015108219629,0.05252317198764161,0.020904785728491474,0.7251502934263793,0.06656572731817666,0.893326006072028,0
0.14519360946861357,0.010215021789401067,0.7775259589207114,0.4598844559428625,0.019071026321824825,0.016477857878475798,0.1299172196215577,0.7429404734973283,0.11939946263655977,0.959558011519715,2
0.14314505679355594,0.010312045405586688,0.6844330079288194,0.5837673372001845,0.0337657804069747,0.0607621009268795,0.05078619597497446,0.7216980442333831,0.0410984014631673,0.9493444220777729,0
0.15974063204742533,0.01368044226100741,0.7495765049461445,0.49137301502922415,0.0576320367769949,0.06591143151390319,0.025153852705094407,0.7331831118194458,0.1042145795310057,0.9468063767697201,1
0.17585931525619555,0.008875778108634803,0.6698253677583554,0.4896476960364954,0.03358649953517473,0.04943357363542739,0.13107564769873828,0.7197763577287558,0.08624420937956116,0.7252867242502501,2
0.08267899225250937,0.01307578471848271,0.7708504013539874,0.3662270185803207,0.0340863262069224,0.04531410916580844,0.036626743723250275,0.7362875638773821,0.1817630898085594,0.18332400119701606,0
0.14823343057163865,0.004682168317697144,0.7153735656154961,0.4980529846275333,0.05469740277487405,0.0690010298661174,0.08934761363259203,0.7090431652391579,0.07077406742316522,0.7482018865330644,2
0.28807897312168396,0.017895417779625902,0.8136101300539405,0.397167282058618,0.028387022453300284,0.03398558187435633,0.036315966810982626,0.6346095989846738,0.344957096165414,0.9957412792851021,1
0.10300898125966694,0.011887885794211912,0.6488623395559985,0.49565598265407923,0.06250590193284607,0.07106076210092688,0.0708010774438391,0.7249528178852567,0.07212659959085063,0.843284446964709,2
0.22737258037832722,0.0134601253287095,0.7847468692543897,0.4362802447583177,0.022227495265805006,0.037075180226570546,0.17451243888152326,0.7360225397300129,0.11413680261183652,0.7934604457505999,1
0.1989011241009917,0.007471874694142664,0.7900698314103702,0.43413868838642383,0.0496951576221516,0.061791967044284246,0.04654202820680244,0.7253865772968271,0.23292256782917933,0.99112175953395,0
0.12446913396931203,0.007959120334966608,0.6067713309049926,0.6009574003916797,0.03251040788560793,0.05252317198764161,0.05608394208250251,0.729392790193309,0.028923427422485184,0.9334286980778331,2
0.219870996259788,0.025803132508614584,0.7695967816273032,0.4423906588248991,0.024129683906966213,0.046343975283213185,0.10811190730824802,0.7219191889384561,0.13578224112364026,0.9283936627808713,1
0.2987330242259387,0.012314274341571578,0.7187990565850273,0.4795283351700251,0.03680395284805884,0.055612770339855816,0.12008373074390742,0.7212710386551331,0.08697752081188713,0.9088010069445888,2
0.1894590039504905,0.017127307812688033,0.7573779786734828,0.4338036450501917,0.035958897520063336,0.055612770339855816,0.044991687549348625,0.7294858573704012,0.18499302540801485,0.9776684266991047,0
0.020657989407098242,0.008649188101860258,0.6535137847598023,0.5476717599118998,0.045575781177722534,0.05458290422245108,0.012974062649993267,0.7459571407649619,0.058365579937138035,0.799904837720889,1
0.1424042199893607,0.00813411104391663,0.6631110221305618,0.49359043232326866,0.038746079239578415,0.04840370751802266,0.06610510411053551,0.7237755983925109,0.0913816941497355,0.8811356406696114,2
0.10177963200082447,0.015312811670557766,0.6845683867177059,0.49354290587275823,0.057770770679342366,0.07209062821833162,0.04679644647123273,0.7240047554267057,0.06465657158959452,0.7337690731615013,1
0.20468302888397918,0.01700746548566396,0.7475921779896313,0.48388393482077474,0.027626987999244637,0.03398558187435633,0.026023114002065157,0.7256692866763711,0.11920372971197511,0.9042871890829837,2
0.0273414753408462,0.01592506712376367,0.6217529322142642,0.6052550975882195,0.04715329713976413,0.05664263645726056,0.009652925703409592,0.7394053716964347,0.06743861146158873,0.8446289383827656,0
0.12936258886123958,0.012693631382850075,0.6922178086438815,0.5086690150417045,0.059846691802325255,0.06385169927909372,0.06381627595278141,0.7178508194876303,0.05486208975629901,0.8536199453048374,1
0.28386784700090106,0.005296921411354609,0.8539201401088076,0.3571949613182763,0.015971139052209336,0.014418125643666324,0.03206900174062233,0.6744685709289263,0.4590017764945957,0.9560136509935471,2
0.11511991072366434,0.015703657663148168,0.6928457893039243,0.49221332620992864,0.03378930129955762,0.0690010298661174,0.06436366835517905,0.7204225456397597,0.0786718852334545,0.8764316375262827,1
0.10443842854989362,0.008011137349519179,0.7133653457337182,0.5065753116379197,0.034492676935665066,0.0607621009268795,0.030656459527815705,0.7386032055278814,0.11468357686377344,0.9795201544761761,0
0.20423311385071,0.006031192814495978,0.7293204211368741,0.4169895850137273,0.057666697865602454,0.07415036045314109,0.041736444597681555,0.7306722737949938,0.2268514794275806,0.9239291645528498,2
0.008314463694141608,0.008507724198965888,0.6255813507002378,0.5916381527615127,0.01869709350532286,0.03192584963954686,0.01576735792275237,0.7264207748284056,0.04898654811261896,0.8512390245185593,1
0.0378951564777016,0.017918576277896534,0.6528443058611416,0.4909869261083599,0.02742932616609854,0.04016477857878476,0.01647269193840176,0.717190113599945,0.07587433839062757,0.6723311536138202,0
0.22579319746714094,0.02934770543456131,0.8140397907617181,0.43230754141190963,0.02078484411874202,0.02368692070030896,0.37350010975124287,0.7140468412845343,0.13969762967313928,0.5065655770028472,1
0.3329993293529563,0.017824499175796742,0.8109165821552001,0.4417848961194236,0.043457331035740246,0.05046343975283213,0.0788305521431487,0.823761662154659,0.12353843510012517,0.9396454474899515,1
0.037028415083929,0.01982668496810925,0.6879226325398508,0.4989406771398154,0.01412263459267892,0.015447991761071062,0.011880303606072617,0.7126772809699691,0.08412858263151195,0.8221357689183791,0
0.28890834688588324,0.018782999974952787,0.874758760320993,0.4055466669201411,0.018416561834135484,0.027806385169927908,0.6796858369052307,0.7065157063064019,0.07661000123818547,0.625001215193434,1
0.18610205905867744,0.02092003515501098,0.8480834583782152,0.43308918826400694,0.032330816819669476,0.03810504634397528,0.10085154910140431,0.692689598175657,0.1486017324967539,0.8034246037746983,1
0.37470035254715855,0.0216303122978289,0.7814565619409615,0.2996733354681537,0.07701550992564891,0.0690010298661174,0.09792968312448058,0.7262976457461937,0.8310993568487841,0.16185136601342967,0
0.19305994985618743,0.034183447926870864,0.6853650054655066,0.48607116737678513,0.02031832502366237,0.03604531410916581,0.056986031997869564,0.7248224389735224,0.06513221569896971,0.8957662076481081,0
0.15187388427950255,0.007728644335141754,0.7462863060398182,0.47134522366519016,0.03891310808251914,0.04943357363542739,0.027944074155782258,0.7120408820424987,0.14389159598622267,0.9690238460246448,1
0.1382451135912768,0.028495014448237464,0.6665251086729703,0.5319866526135911,0.052790369160986526,0.0607621009268795,0.013403464451198813,0.7306255169136322,0.09313248946946161,0.9744942399788552,0
0.03809738687794003,0.00716384688031451,0.7268257569073292,0.487930576263473,0.02432443797726392,0.037075180226570546,0.01722881223388963,0.7366422865480674,0.14478887981969008,0.9261038074375821,1
0.005170986172880318,0.02093065453666058,0.5911483498178798,0.5364235914262065,0.02173140978812208,0.03398558187435633,0.01645719616239145,0.7254991851182279,0.05623109984167008,0.5960474973100653,0
0.019844270599798992,0.008199480335065448,0.649557012265147,0.5685169336652469,0.04657401009108455,0.06694129763130793,0.01632949479942743,0.7314485604769044,0.041548532015007356,0.8149996668919992,1
0.015615735570113667,0.012710336121721571,0.6254648347470866,0.5685985630649786,0.0399682566705333,0.06282183316168898,0.012142710859141304,0.7220763533906904,0.06078813971465973,0.8882721132359637,0
0.16668749422588683,0.012648425556706677,0.8646077361107493,0.39738481533896963,0.029262530989278515,0.05046343975283213,0.0188730640387008,0.7400240356529701,0.2544561703407157,0.8300487223361426,1
0.23756349377414324,0.015530645387584346,0.8538766038166736,0.4348749492922703,0.012903755588941175,0.017507723995880537,0.0670281852848729,0.7276159241522966,0.15807261495886596,0.925340985937965,1
